id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)","Tweet originário foi apagado? (1=sim, 0=não)","Reação a tweet bolsonarista? (1=sim, 0=não)","Tweet de conta suspensa? (1=sim, 0=não)",filename
gAAAAABj7je3FoeGQL_h1sJyH0CrqIpKHpCki0ZuqpilRB295iVCZ2YEQLJnhz7dDBLtt1eIVc7rmyy2j_Zq4RzDNJnoqw413qx1O5TpnpoQ-OWF_DeFHDM=,"@CamargoDireita Tal pai
Tal filho
🤡",gAAAAABj7je32p8gdvOyM0pWRYQwLGtlOvuoZHBZ6oAc-J-7GiPgxOOnjFAATzLxWal0ZNH4OhNnouhI6vJ1kmyJrSVJ-diV4U7znQk9GRtCfmEqhOMr57yqPPJGqj94I_q2vYXx-0yAHl8Vt5Snyu-Uf_ahliFdWA==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3RHeBp89pE3kYRFfbu9l3H32vdXw3FddWwxIUFi0pk74ldAW_aD68omw3PRhR-1jjpumzsjaUNbFZ0pMM0Salu5GpMUujvEX1Zhy6S2dvJxk=,@taliriapetrone um BANDO de vá vag4bundos,gAAAAABj7je3jWefSBRhq3P4QtapSs6yBuZNGmu4DfJI9Ye9fxSatIq89XnJgeBXNmClM5KXsIdfnZPs-FnTkNejAw51ERxMal_W494HgYZiqwty2PBv9mXrudXrp8J3wvBhWaVtR1eEwnkspJWThEyt4Y-j1lubCQ==,1,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3laZzt-w9QXtzUfSG7DqWCnQJ_NXcoLLuMmRd8eemUIbeIiZBDtp9QhERo6mFxBLfzkKhV9LPc2KxBO3_5foDMDTOkF3KGrfypNzyj-Wh-Hw=,@guimaraes13PT Vagabundagem https://t.co/Syki5W5SnI,gAAAAABj7je3qoOznrZjOJLe1596wn7tNNgcSvOQu-3hbWi9nhSj97kQh9LeUGX23YgpxDpbJaeinLG_1a1bXd0wkWUpLhG___qtieN8q8jBVa6Ms0UxX-9HTPOSXzhoJfaDrU8fJOy4OC8IycS3RmUsuudU2AIDZOuN0m3LaXRIt7pnJfRUNg0=,1,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3QGPRrtHgf_Q9jwiCfkdC22tLu14Hx-X3Cc4o357M4VeCo1R3ssvaVmNRpoWfVdmcTpJOzpsRXi7No8wJzcxw4jSSWhu2CjMPzO6e5RpACkw=,@guimaraes13PT @LulaOficial SP Parou de acreditar nessas besteiras que o molusco fala,gAAAAABj7je3K8hFy4kYoaOw3ZS0tBgnKAKWrFIp45f8lFYVnZEy0Hyw6mLPBhgnrTGglq4H5k4SJy6S1hySYM-Xx8Jb2pkFtEvoWw1XhG1YZSD6zC3riwIiF14gN2Eh0D5Q2blAv-G4vZpYc1-lxY5AVkbsO2txNvBbGrWXW-hqWc1HdIYp_cE=,1,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3nWq0hOSd3oePmPBKM7dbU3Pecy1l5WHtaUDsvDZL4iV_Kp7h28YjPSVb_1UH4T5HcEfX_gs4W0Ewgo7DVPmGdvvslSdU7GFPdkw4FyjZDF4=,"Como a @TandaraCaixeta é baixa, né? “As crianças não estão mais seguras” pq tem um casal de lésbico com um filha. Mas tão seguríssimos ouvindo que tem q ter arma e precisando saber o que é “imbrochável”, né? Desonesta intelectual e hipócrita. Isso que essa mulher é!",gAAAAABj7je38EQdW90Sgn6BVeoy_1AYgEcbldKqUGBCPT1FXr_W8YuWmFzIzRDjyYHmcY4SQl6WE1L7iYZpCV15exRQNzg8jCSBD-Ko7cMHTKfhGBRiBaQWNEanFXTPq8dEXi1-C_XQwqJ9aY2phxq7C1BltZ0a7w==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je35GRM-Fl0-RA08NgyqgTd3YGdRsUPz5hTLtT7HHakGK51QafYLH7Db5ZfxC7skT2XUbp0WKS7aHWakq2L54eWBxn4MDFEmgj49Je3pB2tvTM=,@marcosbrazrio #forabraz seu populista vagabundo é bom ser campeão seu merda porco charuteiro,gAAAAABj7je3gMjXDR4DeVkv_KUIhpC8xcaScfwZ1rSEANgzTxmvBRR2qejzzqJp5JI6aembgVoeKfyzQizilu2V3u5r4vQkEJY9mJPV4FaviS5e7mvSjQFr5E7qaZa9GvSTuy0493T_2sQ3Z_OJqo4MmLHr0mMVmA==,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3A-lIgW0kBjkkrmc3mHKOben66bNhOLxVt5dgYG8P3yJ22KG9aD47sMY9JwW_retiqxYrPnHozAjEVC7I0fyyMd_bdzYvwyBh2mUzum1h8j4=,"@andreiadejesuus Negro adota larápio branco para seu pai, chega a ser ridículo.🤢🤮",gAAAAABj7je3aV-9AybfzXXm6KpQqRQkTYWqY1N6KfzNYimwIEQrW6kAPAjZELYNIpDqUuEj38WK1gqghZTTlooXDMrOkRbnaQ8ydz6sG27i6-_uRnLOReJr1wUm3-uG4YAB2UZDkdiVtVULR_RQQvPjQ1TajZ-Aaw==,1,1,1,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je36o8uZIG_FnUZWb7W0EAkonVOVR0wloTjkbXtFiOHrXgo0wkouk7SVRWjRtVR6QGB0YeRLN9hKPHt-Ds5SQgUyirUGwo1TSrsltoAfds8qvM=,@wesleyteixeiras Mas vocês tem um ladrão de verdade,gAAAAABj7je3Jl6AB7MqXFIrcdClw4qdkGqvaljxGoEcYcqRvJKSuyaQARpTHUZ9tsoVnuMxtH5SxuuvW9qKVdAF8z4jGdN3YANBbDiv2OTODpdU_9RR29GykfIUYRy00_2y0L7utTTLhBFIuQIoD8Nd3dNji1mONA==,1,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3SX4hqhf98hoGtsnOwMaRqo-lCZTve22Xk1Jq44aGK9Etyysrimtgk8jgmTI98hB3J3h5sLvkINrxCmLf9f_rlzXtZq4Lal9s9NAVlsLb5_g=,@camara_sette @rubensmenin Cala a boca seu merda,gAAAAABj7je3SooFZZZiIqE1uha5E5FqLJtce6KQciFazm6-PECamQwZWKQ-2FOiM0tITRF1yOH4g8IipWXkJJxRt4cAZeWoP71rci2YkH8NVA759JtoE53ZZv_m9XjCfOTyCptw0iMI323gFUF_OyLTnPd670FRuA==,1,0,0,0,0,1,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3TnUfVNWbMmVHVBKlI7mgU1c9nuF8OfmsQCBwOsKyXQjDLm6p4_xhkSNMjIEvD6X1Rd1Zgo3vF-9r30iX45fHfe88rkAUsMGQHzn2U0jWbY0=,@Eunicio Cala boca seu ladrãozinho de bosta filho da puta,gAAAAABj7je3-Dx3xyeJzMvkWRBYFUKaynCF-7etjTRjMxqsz_XQKwoqaeRbaBgXnua6Xe1PCToHoePJXt_i35sLpgM2DMwlA-vLowOD-PzZ5T1x3NeM06ibN0XWB76IFmZl2dY39SddLV78Xh44XbKjv79beFXJgw==,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je38W0BkLvxxAJTip11CTHXK9oM5tfT0Y6Ze-sbtjxxLqjNv_2pyQUsqR3XQUj9REnNGUm3A1uffL77PwP-pD-XzyFipRUdifjqcN6FLffxoww=,"@marcosbrazrio Pimenta no cu dos outros é refresco né gordão, bora agir",gAAAAABj7je3zJuM8v1mYX16kJXu1Bwb0sjcJCyRVtkGZ7AISAwnqcqwQjqxgu_UB_linoZZI03C9TMlOdZmhpWbQYgAr2OLqUhBsEdPQjf9ZFzqx6U9nhZw-O7tIQoNk5bICtAD9PTabcdfAvJB1k-W9OFSnuC_ZA==,1,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3FuGZVekpuEUgHvv8u85Y2ukYdTESNCd_krlX6BAGcFwRwcQhdW6CMdxoKJKQXnxN142z_JO9b_CMo_BflxSlpqYTKTIyeMMgVUpL3gkNA30=,@camara_sette KKKKKK CHUPA FRANGA PÉ DE MOÇA KKKKK,gAAAAABj7je3Eo2CmxCGuJ7tgvWoEaWR8wAxFqMR4Nfy9eFxvtV7WUh6l_RsjT6CAMzX0m1vUzrxDH2VGnnsgDsBzZDyM28hC7XlrlSgpWyEhM0zEjajoWDWFlxOg_-8CADaWzzY-9JDQD0NDvTcIkO-qj9kMlX75A==,1,0,0,1,0,1,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3AafHumwyS1_kfY0Gc8KrqkVD96QsToWl_CSNQSOSciZcPAok_aupaSPUWYWNydU2WqaBbD60JlUBWiDXe_Cv1zlzwQufTzDw5rKoEYapsxM=,"@TenNascimento Marcos miliciano isso sim ,que vcs queimem no inferno, prostitutas do dinheiro público, fariseus de merdaaa",gAAAAABj7je3qKaQbCOiLwaEAU5DfUAMEZmTZmacMhuctp_Xvvs5LmdY0ayoCvo_8BD1ZV6gbjOcO0w71PPMf8N4Ywfw6IQ7hatkcVgS63n5EjWggvnOdxX3_Q43QyiR171vWautPExDOTja91B5Nsj8KiSG_MfLGA==,1,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3F7JDfHYc_QHBBcQt94kvWdGm2GJlzDCKXeolAKmfPV4XSoRROxysrumWWZQeYsXaUcZMWvE59L8EQpFZsw9KXvmhWp0YSvNM6jQYwWatEsU=,"@camara_sette @rubensmenin Maicon Bolt resume sua gestão. Some do Galo, faça esse favor.",gAAAAABj7je3eom_W8mwQANmgubjHe_nA920rT3Rbe0JOTZclgkPzszCfkUuNqb3kSRgz1TliVMW3_42C3lBp8awVkz7eXCEpdjaDUJOsDuPw-PObcu3IMWVFdANxN379giEOo-oO1slHKUf2WZvJyqe9PPc7B5hjQ==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3AFOLiW74-_tf7mGz-m3U7QXKJz8b5p7X5G-6y2Njvqw3NM6bCgz6weCHYD2xOzXS6ZxICA6MZqiWNuMTIs5b3xs0y7xW5AgyYwEPaHj8cwE=,@Eunicio teu merda,gAAAAABj7je3rkQj09rUohQy2waYKQSdlqe6TZdk4NeBCiWgdCD027_qDoRPMRN45Q4Ll-PHmDBACSuL5Ck3SkBi4TKLQZSsB_grAyLv013MGwG8TaEFaUIpd3dKgaXceFJZiR5JzBr9eJRvz536u5hUQn6wLcl2BlvB5W7yhrjF31GzEnAq0p0=,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3TilQGY9c9xnrIkXSrsB2r6RNaaOtMQMT6qIL4mz5jNbgPooyQnfBPe6dpFY5If2uALHmaDuiPfiErbz4626ejB8S6Mdk2FY49QcfpZLKW2g=,@TenNascimento @marcofeliciano Pqp kkk  bostanauro eleito a tchutchua do centrão do valdemasao kkk  Bolsomagro fome acima de tudo miséria acima de todos.  Fora  bolsomerda e salnorabo valdemort,gAAAAABj7je3HI_QCGnwjGJlC6hT5sZ-mXYE4id3IWSKhcfjo-acQsCIjNsNNnqoZjs6r_ONOx1x6qxuUNXj_Tkc0UaAM8HMpjk8RS_4O06pHPurt0ZaSnP5Yos4QTcOh3DCLXhLkjGmVsxcRoR-oEhA4quvk3vjTIe-_ZK1am_fnpYQQWvRNnI=,1,1,0,0,0,0,1,1,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3QguUyfgLXtK5ckDdbAINLmQMBr32LWkI8KkxqoWTgBviu1BBMNT5mpCbqnbkOvZu_-YRnduNkwDgcoxVMmSUBzQ1qyGTTMxlY-CPzEoNUME=,@bfeministapsol @itsdeusnise Não sabia que podia👏🏿👏🏿👏🏿👏🏿👏🏿👏🏿,gAAAAABj7je3JS6zxgZ4HYDLoYjT2seziN7HhvCVcFI_FDgEGGNKFpfpJxHaZill-6mQjtIaSUiu04TQ4tyxOyio9hIkoXL0LhKngS3SQuzsJeJD_9cmM68qPAMxMcRg5z8585_bNf5ENQJNN4ZmVek0KVXhsAgEnw==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je35_nBGvgV-jPNFTxpAvDKWh9Ww5vfGYYvyYNJMPaW7LcYdCywFW12SPYpTYlgvI81dyu3n7vQqTZX8eXb4yOI2oomOXfyLx0N61xoria707U=,@VaiPaolla @LulaOficial Para de usa droga. Vcs estão cada vez mais tapados e burros.,gAAAAABj7je3CV3Z_eIgYxQ9ahu0NQXbj4KTf-CCYqiKsxGRbwzTrx4RbdPptMH5BlcKoRXr4V-BaDFkRUFO4WA6nsGXVdAxXliSoSn2wHh_wTLt1dcNmSfTN65hY_eWAvl3BRs7LFNwor6krp_gHEHaZMh5gAHbZg==,1,1,1,1,0,0,0,1,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3C7cLDTDXZT92PuLfKtWrrZU9_b5XjejRCxYMZtWYuGal0brqqJDuP1l7wZrildG1j8rWRAGbLTn5EhGQkF18y_hDx2wJ8JZTK3LA13f92so=,@MonicaFPsol Lula LADRÃO criminoso desgraçado de merda,gAAAAABj7je3mXYrdkRy6m0JxhbfpSvmuSN-v7cVtqKzHYAmUUZATYUfs-oM-00V_0ok8iSfD29VaM-5HbsAEJdKsZ43vlXI8Ds0eDhkIauxtg_kqG3MKvP3K9RFHX4ouHW0ypLc6sehrPj_ejaz0j9yuopOlU3v6w==,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3i45_Z4OytibYhWU3B6l1vliBmzum_NLav6zFBJdqfLKvQQkp7UWDrYZW2_DBI-ZWdKPvZwd42mQqLH50PoFXc-Em2y7YbNzHklNYZDYlCx4=,"@Renatoafjr Verme sujo. FOO CASSADO POR SER UM LIXO, nunca foi pela cor da pele seu bosta!",gAAAAABj7je363eIfWPIaK_CHCfqjPlT89IKj7GEib4-S0Ji6E54vEXUs28odNufVL0A2_SFEhcXDYtzSrrBNKBaN8gs1-9h7qOqzx9YV9F-koX7yjra2izXXnmp-6Z5KubJV2Xiru3UWX-uSoeoKW5c-zIIqcttrg==,1,1,1,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3cgLWidzDfpgzDGA1ek5gYfBUow60F1h-FsxVreAVYbqCg5ApwqaOLZeRcd99pLfnSS_CgtuWo2Ucxxc_Af-PE-PgGXUPVxc6PRP-LW3aNEU=,@pastorhenriquev Fascista é tua cara de pau. Pastor de araque.,gAAAAABj7je3NG5pVSN8zqpODWeCt9rm4h4VS5F-2R8eFfkOZFTAe5XPqnAYUA9VzEb_6VXWFRp4I8o4f-EEM63jONrHP7gDomV3_1krvj2xy2JhN9xWaN7HWPV5ifiUt_8Rvpeh6gMXhqV8iUNQi3xJoLPP71UL0g==,1,1,1,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3cA4AYuGnU0m_6MfghdwYLMaDFaUi2i-hcAD7aHjgmWmvDK_wgIAYkzLwL4gZiNYiXThv1ZS5GOsxjI522NNF_-nJ34L-CMOE_2sTGKeJtbU=,@GMonteiroRJ Você é muito escrot@,gAAAAABj7je3d5-9HdXfmJkWpK3EdEGgGxcB47vyIRqzTdAJr4C45-mXAgDquv-pGtrttIIdAqGgLXH2kzpTgJUtm3os7noDTLMjMQbVV4OOrIwAS0KOEUcZusQyRiYtGk8vyi1Czn20iUjK69c8HE6e9528BRIjExybptpCXQ4TN4vJDhgqhQ8=,1,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3Ol35DUQaVKoh9_ggouagUllEgTsTXdVo_6BYAYL1r5TlljNYNsuA3T322_6jHlKtxUjmUUsjVJTjLUE2szPOQXrHZ7Ki95qw2-AEUwbRTgs=,@lidicedamata @LulaOficial Vai dá Bolsonaro besta.,gAAAAABj7je3PFb3lBkSOLDl7hFCuHV5AmuCsXJoW2O_8nvNdSiriWOpTGl9yX4zRhfSNBPfDx2XLSOA2Lk-Slw5ufoQKE6qSZUCfBFZC5WaN5S4ETcnP4w3tSgcYn38ayrc3q2So2bIwVb3WCTvVKSjHlCn4Ddvbw==,1,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3v1pHxlXpbkXysPpGtLRmVl2NC9fcpSSS8oAockohr1z8nGLrrOBsPXbwYWdILpi80-MMpLRwxXWr9aWl9vlbMwepGjv1giMUa8BZNoRUhwM=,@MonicaFPsol @pastorhenriquev Tá bom bando de cascateiros,gAAAAABj7je3zeVIVwHbOSStl0NWpRB9fmnBnuGDf6AYB2W3A4SILNDtYejZeFUj0IJnVYT8wzJJ39r0MShFNhNL7Pk-Em1p-FYvc4gOO5uErFD6jrmAh23vMwZrCTxOEV7DWxsDmOv9cWIHE8sgN61g4Rvkd5B5SJM-ah95Sn8koBtNhgG_LsI=,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3sD-g_rHP9HgwdJYnYyNGnz8Pi_5c_sG1P38j761aBEl5XdoW7LFYB9QRU49bh466waXK0bka-o4HHHoN2hw3q4ssWceV_uKudFb4f-Dtavk=,@GMonteiroRJ Pedófilo safado,gAAAAABj7je3aAONgzGIYVEEggfk0vQFUMGgfVEHU19SOA7ADiuWh0Bx7VHL_QXjga7n7AtNnUzebtEMr3b2ksTyEfP3xHC8StrDMQVAAwq9cyxqBnk7aK8nVJ1YAQIx5EyrlVPbhV4OKBQo16ixo2GmfPwp_dFyftxekvqldvRcZAV8gcBQYkY=,1,1,0,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3F5R4o9pDACMH0vJ9R2jDqmbZF8-VBiQWbhjrNuFZW-XXdUEOS5k4WT84EBoQnvq6U-Xp_UKr0MeyBl1qsOi2bC4q0DI4lkPPOe6N0m7vkuE=,@GMonteiroRJ @GMonteiroRJ você é um pedófilo canalha,gAAAAABj7je3zmgs7gc8gNdXY_VSjJVJmb_yb1OJK0K1Vp84OYmkZG9OqYIh3gThTRc63N-WWuC5ioVH6JheSGlkrfvRDuUeQdD52w-o28o3rLwF4QTHQ1CvL-LqJajMXrtXIfoCrKdLCKIEDuqOrV2fstefDPAQA9fABd6yEWp50LAzj0ap9Ho=,1,1,0,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je38WjhZ7GPJ13VSkHXBhRSmsVWQxsFyDqBwv_4QHHNT1RXRoBg3_hbNOEzjAyF7Tfc418AhEXZDJskfvggKAyI-o-4z3OqFCYoselIst14OQ8=,Sucesso ao @SomosTocantins rumo às eleições 2022! https://t.co/plZQN54pFr,gAAAAABj7je3J9GkndvDcP0gVa6x486gkBG4EN9VSJbf5aUXH37y4LPN_i3mHv6-RlTk-zdPkJoUK7uFEgBrnbs9blzZhvWxkyhjipqRGtiYbfGTbszyftC4BuTSaTciEg1jkC_gegszSelwj-IFksIWi-2qYrAReVOymJBJrGGpcBuTVUvsGjA=,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je34SCbDQlCq9Z9sjapawHUU3DMhKmJ647XV5Xy9sKVhiom-_ay1jvuTAKZCA2M7T8tl2AcDoEZ9nbsMrQWKULvxL-8tZWPhavsuW4_98VTbEg=,@camara_sette @rubensmenin E tá cheio de bobo por aí!,gAAAAABj7je3xIYImviIW2VA75K7ZitLapJU8ah4VIXFIpaF6BVgxI5W2qi-A9lizkajdzrh4Xl4rT1zZHQqy8gaQFD6ZOq6tndoRevmE9cc-V_S9ci-TSmYKgQrwPjvx33-sz1lbPLvQ2Ttt83_UhZQzXiEJuORcw==,1,0,0,0,0,1,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3doEpNFHLPKPr7UvxRuq_eUwLhphRrfCSIgn0KETUY60Mk7ehHR5GznceNPA1tdTmNn4d1TO8u025RJn3Xskda-VwmXd9IJzEWn2bICoNgXM=,@orlandosilva Suma seus lixos,gAAAAABj7je3lNWd_asWax9mj6Y_FY39FJMWGNORwtrom2a0qBwUmV3qcVtafyTFzfRIXA1HywkJe4fYHxyA44CVuzQHP6Os_UtJSuTgRqRZKfM9ImatvYWzP_S1vXIveWNmSnymDZVf2dERMgH4UX0Ia4VqtSqofi3NoZGFg6R935W26UfjWZY=,1,0,0,0,0,0,0,1,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3Xif7Nf1dKd55uw0p1-TrBtPzulll-zliXxk0RvzZKBaQnwBjjKL6n1fh_Nq-NmAwCV20TFn5fNnNIk2L11z8WQTN_ppEvVJZENcghmHTLGk=,"@tiriricanaweb sangue suga do caralho , toma no nu demônio !",gAAAAABj7je35X72umXfNqhfiS2cngHQdiYWZDVCRre9xdJ0NrKbJY_PFiBJgpx1oapzteWb7aLWPGZpvUqCP3X9VxbQL5OGBvGcxRuuJK_Hzf7DsLW7tVo4op4C5SJNpQOJA_FFBQZa6ECeXrsw3eOHyEN0p3zRug==,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3-mH-goMzMaIZMXrFlfsfayAZE9MQUgTJo4FjTj_BulbCUJIiJj861rxZbzr87JdoseauxfJAvx6qn5CpM3bENQ4Vp5Bc3oc1_oqEIhRwfZE=,"@Izalourenca Se fosse eu já tinha tratorado era tudo...
Essa molecada maconheira do ESG é chata pra baralho...",gAAAAABj7je3EFmOhBmUawDl0C7l7iy6YI6qTXTr_jynL3y-hYyyVamywNP8RRRWQezgAqVmSrvqYmYa5dg7GYwvdx90hFiV9yZrB7c2Q0sz5W-MSBopMHF1qyzp0cmcghgRl7JjQMeKw3AK_hzub_a_rKa85xFWNsdctN5tGsMHZUKpdBEL9Ds=,1,0,1,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3SjqqApP-R9x0mYH13-KItMZA7hq6rlKUhtHdXWOySIPHftyNG1TpxeCoE20Nx0JsZu22I3Y8O6kZsoykmCaPpF4KFidg8PHeNXpn18toOKA=,@marcosbrazrio Cala boca idiota. Ganhou sorteio? Pqp,gAAAAABj7je3I8-Wiv-1g-3w6pp-1VRt9F4YbA6HmYwUqGGsr-WVtghhzTXDraD4dz86X7-CXSsIWZ8ezuHqAIilulvjqi4rZKXw3tHMrC92Z9rU6YMp7PYrUrks4bbjbGsWHLszyUfPTY1wI_v1L8iA3jDP2I5vTS2HTRvbmBPmUctnMIOMZwc=,1,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3CroaZ8RxB-SC6xd1JWKRf_HUh2YPk1CouEYleYjgGkqp-FprJlj7bc9CzyRN6PrKPSuyRXs63pkqiaUY_c-Ft7Re6QAI-6F2U6YpJRNfdhY=,"@fabiofelixdf O Brasil teve um superávit nas contas públicas de R$19,3bi. Maior índice em 11 anos. E outra, inflação boa é a de 71% e 62% da Argentina e Venezuela? São regimes apoiados pelo opositor ex-presidiário. Vá se olhar no espelho, você que defende o indefensável.",gAAAAABj7je3WQ7nE99EYpb-z7MojmWs1xrDFjtP2GbsZFEfVLnXuw-iPw4HyQgkZQEWq1Gypsoq7Fm96Q4xRCeNw4MHGWaEdTsFWLqCIL1BUov-VpK086-9uodL7IXUFZqpfBbWMWeJKf7uR8sF-2URunWftg64br6jPpkiSg9RZgz1hcLWzDo=,1,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3hl9Q7EFAEPxioA6mLSnMmU3BJE1HWH8be_lXc6o45NXfCCJ5ysHJA6LJ4YsBg7L3Bh54r4DnZl1IipX6MOJKwfn3HhmEQ2T3Gvd22KuRpXs=,@DaianeMels VRAAAAAAAAAAAUUUUUIUUUUU,gAAAAABj7je3KIiuQPyIBm84p91vhipIatQTdhrDsSylxqb4ROv_t6YlOAH86znxf3kxAU2Zryv05DFkintjFVHTwU-OoYgoTNSHpNNVcUd6r0Itf_-ln5KxU_z_K169M80gEBtmf8h27hhw4Y4TXplcv6FfizRI108zmws9h7ob_wFL1U-v4zQ=,0,0,0,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3TO6sDy1CUieuGGSinzXGRfxiJ1uw1ZT10cR-fzEqPby6Vq-dvVqMttf_ukv8wNN-V_w7F0hkMAPwzYAAmeIKwlQpgl3p2ZDVOW3bW8jOHLI=,"Dica de professor a gente abraça. 

Federal é @deregomesrio ! 5007 https://t.co/TRFAnMxWT3",gAAAAABj7je3KLYnZgwKyy_eYUHqqlqTma7yAfcQsUmLK7kS8f18MP2XhgBPfHD8UqP0gWnPm5JtPDZ0leFi1ER2FO6U3d9fjhVJshAfWCitTuAJFoaI-25MRD6hexahCZb2ZdJP2gfaJIVjRffqnfO_NRAlRJgLTg==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3SVd7evUW98u15gz3y4W2pMWa_mNqEiEXLGrJWabGyMKdvg-wS7i02P-QYGhFwVZcwHLJUtCVIEZPIFSLuxXNH5NnXUtgU6YyyWbRKVOzrrk=,"@tiriricanaweb E ainda, por cima, seguindo a linha da Onça Trhonic está sendo misógino com a intérprete de libras.",gAAAAABj7je3SN0-P7JK2IU_c4cfvV5Tv1oYX9kj730Qzo9JCdqL6_qltPPqhfsgcEsd8jRznrQ7qh7YwbwCrqXXUO0aBsW4mWS2IGJgeNm-LHya9bQ1yMo5EG4RXuNm6xxZvPOSlbBglsAnVjcOQ3w8TP3XgEjyGA==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3FMoq3HNUTpmfTI6VJOqul3MzW0NaQ3Lq_rGetEnaPh_yXp6CRirxm_0bIFYmWPV-euycAUVpd7qNO80kE4AunShBUav_ka0VdaN4pVp5gKc=,@Eunicio Pega fogo cabaré!,gAAAAABj7je3UlSgsDII6-DZ_B_EupfdgbjZDgWDeIHyHMULMrAXNu--f3mDRbYj5ZUka27vMIIrDugN9toi-wm1ifgmJ9Amfc2YicsKLDSdm9ByQTh1dzS443hK48pG88BK8S2L2gUjqoN1PQaqQbVAX_dX0nHMpQ==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
