id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)","Comentário é capacitista?
(1=sim, 0=não)","Comentário é de intolerância religiosa?
(1=sim, 0=não)","Por ideologia política?
(1=sim, 0=não)","É contra outro político?
(1=sim, 0=não)",Contra quem?,"É para defender outro político?
(1=sim, 0=não)",Defender quem?,"É praticado por político?
(1=sim, 0=não)","Parece ser perfil fake?
(1=sim, 0=não)",filename
gAAAAABj7je3l-s1q1DkxW5ki9ku2y7AVC8iA77GLDNdGQy3UvieWKpB6fo1sDdlihPS_T0623wsbtUYisJpbBBGFycCAkVmQkYYpzayPcoiL2K5AphDvVk=,@PabloAiresRN @MadSancosta Tu deve ser é doido,gAAAAABj7je3W5lCS40aleYQz39dnxfvSguRIsMmnCwKEngpcOnE6MyAIO1OQ3wUu1ni76ZncOhf3C88mfqIVXDNqzeDIQvnfUAZ7Jc-hTRPTtC8bYsJ9AHGK-OmMg2GuiQKCCQDgqpgZHq2Npsq_dW_DPm7CdRAlA==,1,1,0,0,0,1,0,1,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3LvLmgJL8CJZvErsG4DT824NFALr-SOg_FT4Esukg7OhSgtLHR2_Hx9SVWiaaGNESXajT7ZmQb5EBq4891JCqTUgTdShdrIAfihySyg0pL-A=,@PabloAiresRN caralho q foda,gAAAAABj7je3pknywkQyOfmPVk9DOD_nRhFAkNDYPaookpK3mT5TedDDlDPiqfG1c_w5DdyqM6YbnVko2ZwLEM9cLZ9mauZ7_ylf19lD6zvl6TyZUKPCUECqZHkkLnNeCYZRMyVFyjdnbFFByjT8loz7sG_Jf_5xlg==,0,0,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je35eQx3OL4mWtOXZ0yQfaI8Z64_2mCUPH6ii_K_HTYHN3jV38VryN5OfFsyPEpj7Jy-iPm-neVUA-i1F1LT5ihNlUq3lB7pGqTmPEZkQFQsfI=,@PabloAiresRN Foda.... 👏🏾,gAAAAABj7je33C1GZpjvhsNKnHv0hZFsTtJRx3evDA5h7faJhmBhGcfiNvoVcb--SYE3ZmLnbE50IqVtv07LHECxLyEB_5wIindw_TY8govUQdG2GxfZEiBh_JK5PJjZOCvNd3ZYv2tlNEd78YP8KOa-l9azIqucjA==,0,0,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je346yd9yuMsjwpwLl1YX2B4NIUSae2pjL9P1iEC3SjUobeMtFaANwFvQP-SyRdTZEOAelYqwCPzRhbkXov-gTVjNMP_uZiOQ6R8va-osnoC7g=,"@PabloAiresRN Kkkkkkkkkk!
Que maneiro!",gAAAAABj7je3gvmaRJnMtd0F465k9i11nZkkC4ZmWR6FNb64vQpvpcX8xkdZhkM6y_px9Sjg4zZNCYQzb5FIBdwrB_B0y9f3P2hqm0TQcsbqJQr8D6J4a6XMvu2AWVOl457xJuNZA_b_Gn3kk6TBz81NHCts_dVnEjRgttjJU0k9AG3qvB3fBrc=,0,0,0,0,0,0,0,0,0,-,0,-,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3MJaWm6MiQDp3YrVZ1Ve3f0Hh5RaoSbU96zjBqg43b_TJwrbijFk1mee7FkbBzqtZWjN-p63v7eSfLmuxmBgSD2WEUckiDUvfsC54D18Mze4=,@PabloAiresRN kkkkkkkkkkkkkkkkkk a coé mandou mto,gAAAAABj7je3q5ETx7_ZHCjpjeef8vLbdL5JlgeCyQhJbdWVTSFvCu8WSs1aa0XnZZo_y4vTH94F76txQlDjkeOcXaUMfQlIZEzNQwOxWnRQzdQ0KkRoFeavGQNsSllRHaqMI0oCIfOiCAYIaDsZsbdJFvubN5XUfQ==,,,,,,-,-,-,-,-,-,-,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3qd1faG1wGelJvsgvtFkWc9TpRVb060wqPNCGCi5J0bkcV4YcGac7BUlBvd1PV1xK3KAQYJhnBXr_ctEBUdhHwllX0kP_X1z7hir3sSA-zeE=,@PabloAiresRN Manda um pra cá 😍,gAAAAABj7je3oKua5czZAC-0U1MC--5ImE4W3Z3jdbN921fMfYcbxqMXOXS8OHdi5MP2NCxHsIVs5Jqi2S5TRvhL2clDub4ciJdM1QcCjDfK9jR3Yyg87PjJaNO_ryU317GMQXcILoUrwOBub9hK5cHUMrEMSF6lJA==,0,1,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3IYa0Vz542njfz3Fet67ceQZedYDRY7BYzNDVJmNJh_IFSfzP-ui1NtRT00Y36o8pY4C8WHN3Jb2SNI-G-n7K2TC8msEPXcxkxxeg5slMzQc=,@PabloAiresRN o cara já se afirmando como planta kkkkk,gAAAAABj7je3hhWA5eFDmUyN7-QRc0_R0gQp4RfCRcjxOVYM1h8ZKM3JgKIyiiYD6ybcL2DbzMWDvWnIaMudeOperf_RyyLUclwRpFOhmwMwMg5ymDKabxlXRspO6phOWjdKTvasePueQ5Ymua6vbazxUt7Dszk8_DnnZJxQjIFkBLrsKQ12kwI=,1,1,0,0,0,0,0,0,0,-,0,-,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3PmbcFPQ2dNd6r18VMIMpou6POYpjjxQ_Z23FJI7KvQlnnxyg2N-kovp_n5_q-WACB2chtA0qaWOT3uuc0zhLflG2MCwfyiaf4_US8eolYFI=,@PabloAiresRN Pica ta,gAAAAABj7je3Ls9oZXx3VnGNDTf0YrhfunZTJSo_m63zHnl5n7qHbsLrkss6OCy68HiipUAMuOQE-23hCsBDdftjOyY7BJmak7veC2vfhqKCUaIZhElkHoKrtF8nmEUALFVVeK2SZamFm0pAspZrEK1ElD0JDHBPDQ==,0,0,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je39USUM3pZ2czSsasEBdAUnLIgvobcLx0Et2senZgYK031ONzlOT4G45AowAyysxORTkcgAD4vmTmXUPjvmUHCrD656fv7N3oC689S_RlThiM=,@PabloAiresRN que lindo!,gAAAAABj7je3loRu-xWJEtSwJtZqbpYEQV8L0R8sVVziH239AB1nuIAQSTDrqXL-XGt2fi1M-JUkVPDKILZB_mvw2UVL09rodqFqHv6QnnTreznZ5rLPKo2MGe0Pm5f2cIMw4Xo8JKjMcfLz4R97wT6cDTQs5f2NsipLmgShZLJO17agNYaHaUg=,0,0,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3enf9IG99GEx5KLHOkmNeRzk5Rz_SHTxm8CvkLl7RTQji7jMGFlyxa7SuEGXa2IYzzzjSQquA6zv_bLaR8ZunafgOcgNFBpXFrUDY0iELCfE=,@PabloAiresRN se fizesse um desse com maconha eu botava,gAAAAABj7je3bsHHirzuU1Uug6U0A9QgZ6Vkt9y9ENBsw5nzeortqz58YKt3IClVDbGb5YfTsuGImX7yGrSOhrNP9MfOPTdkfgXaPSByPVoyxzHEmsa0HZSg5TjKYpH7G6vy-Ny_8ygAk-QDT35PqAH42YCrjLnHkw==,0,0,0,0,0,0,0,0,0,-,0,-,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3xqS8ukn6JiZvLmFIo1MfKb3G8k_fd1AnlS_dmkSY4HTefVKZUqWWPXSLMPZIljECrR9kk50Y057y0Mt1VOnxfEjq_xkt1H5TJ6nols1CV0M=,"@PabloAiresRN Se você teve a decência de abrir mão do fundão de 5.7 bilhões para fazer estes santinhos como o @partidonovo30, aí é de se respeitar. Caso contrário é muita hipocrisia.",gAAAAABj7je3mRSZwH7aHBcjinXify5ftgVMkC5oJxhvqbrtWA8fFi6ejE45kzEs0a9su6f8ZPpSoswCLn3Cf3rsggZKebU0YUzgmtrUVeZIElhtHFwABh7XFiTnqoPaDa-_m4JYZ6k7LnuX2myUG_LCRcxHQh1mejThsLCQCqLhsLMHo69eaPo=,1,0,0,0,0,0,0,1,0,-,0,-,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3dwNIi7yyRMhppl1973RJl_HNnfxFHcNvk6EHRb5DEQkij7tSWCM76qXKPOAUwixfADUrIkP4tKCQIWoJa58XT6eyDcLhqP44K5CS75xH6S0=,"@PabloAiresRN surreal, amei!",gAAAAABj7je3wvwscO2YVhGWsb3oUXoRXiRD6JqI9V0X0w8y9ojErgaLobcWPuzbbzggDl2SG2cGPNNHTM-8vzRL88Ng0S9AKU3HiFDChrAZz5LABY4-7vejNIkn-r6i6K9ci5Hxc3Hipc0i9eAu3EbB-w0wVpy4-w==,0,0,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3KNf8N-sedAL1P3Ui2P98EaTxE1YWdMw9XTbVyl7wBB_iPfc-bpie05qW_G_Wls-Es0RUs_FrYNdk64CrfyWvpdZrbOesTNBqRntKG1KYxe0=,"@PabloAiresRN Vira mato né, inútil, devia nem gastar verba pública com essa merda",gAAAAABj7je3pLjk4uHzXkM8gP_nEztiFEoZtzJqxVlE_j4crsYeGtV3iA7VkdJDPf-SX4xR57svpbq0xdPNECjN_8hg54X424z1AkhUM970h8AI190Bf3xldEuuv_yeHIsNVXblf3SFEA2szvuluxPgWZTwImnIlA==,1,1,0,0,0,0,0,1,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je31mtiPklrvZyLAOcCVI2ibsWQOdGgGUkI89AcwOs-J1WKRwVvJIQMWeaoB69wGfqs7xw3iQxFTtyseIc8_RCrZnWgRBQIXxOgipvDW6dmvXc=,@RobeyonceLima @bessoninho @unicornbrito21 votei em você tbm ❤️❤️❤️❤️,gAAAAABj7je3lLIj6gfI4wSILyeaI4ZVAGoZ_bU0akV4snMJ52MR-cpDP5MjFVBwpjvXEqkmTm7EM8s-Pv_3dq-jjlzcVbdeNRBiuEwojOWEwfD1f1uKAe8jLC3Kq8QWeMPW0pzvv6AN-WKiKKrgtRha7hzcbS1ASL50CnzvX6a8v-yf_amFu1M=,0,1,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je32JmeWx1I3HIRiexCRTBrhNw3oK3KeCb9KexVUINjYnfqWKRTQQpt2KZk8nb93Z1o-E8O00_5Uk03Qpc3BB8aIHX3jAuCJv22qdkiZ1JoUxA=,"@RobeyonceLima @castelllovini @teresaleitao_ @MariliaArraes @LulaOficial Arrasa, negona! Tu é fera. Xêro em tu!!!",gAAAAABj7je3_gy2y9gqJP7OAe4qbl0jnEXKUjD0WKY_Wc9PeohBQjqiOMYAyC0jzZJFSm8ZHdb1yeIpzuxxaTVwospYRLa0wfmRuwiCHjSVN73vz4QXNDf9gOlVLrkBx_9vonYuyP98E9ZY3zjj66XwwlrMOyWzC-LmtjkM9pmGmXF6_3rY_sE=,0,1,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3CUYOC5Qj0cZNp6dIZnjjbXGGEFcTqxqATVXu2FBtDJBQgswm8eHMK4sradQFpEAErYFmQl8qB4K8pYrzRkG9W5savGbE8FpzYXovE8lW3vI=,@RobeyonceLima @LulaOficial tamo com Rob porraaaa! ❤️❤️❤️❤️❤️❤️❤️,gAAAAABj7je3dYJIE-aWTnMPl8Q2CISr6l_B02kr-jQ91zNqTQaMdqUs-jb2KHwLA4eWgcWUAHtakIGV7AIUYwyp4sQPbkxzXm1T9B9Fbpc0LtVTVDnrbK06QgGVfMmUtCHGvnQcGsGa5UG7omA8QPihH7DfM1FBxQ==,0,1,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3cCSUrCZKweEVmExZC9oY1TEgbgRAHlnDVhVuxd8IoP8PA7vvireNqQDh4lPMIhuWpZY1WBe5FIEdOpH6vP_0PWufK8aG-YZeeruOZK7UvFU=,@RobeyonceLima @pabllovittar @pabllovittar vem aqui amora! MIRA ESA MUJERRRRR!,gAAAAABj7je3_ctiYSBgZMMHx6y_A54x0jraD-P7ZUbxl6wNFzyZjJYrc__5P7oNaaW9DQ06tz-oNLK5ijDAEkNuOoqkmJzmkqqttoBBXvcWoTw6J69gKJhlqMjxEOVe0gpyfeXDeMR2HapEDyyWDcGoSzHvA1adiQ==,0,1,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3qxG7Mppjkl-KuEYHP-hc2aLq1aytPC8hkTPJCZO1rdDLn68pG2L0lUKnO91UtxUXdAcy1iZMg1_WhBFRUooWed-UiwwgFUW7PvaGDnUoyjw=,@RobeyonceLima @tocosono @ErikakHilton vai ter bancada preta travesti SIM!!  ⭐❤️✊🏼,gAAAAABj7je3eZFG3q-38ElYIMUUk_LCu32-lMbq0Eg7C-_QxGO8ydTff9TAaDpe2EJgYmeYe7MEi97Af0rCyIXRvMAEihYqL1c8_qzxZvbsy0CViXc7TRIf7Nz32ocqmuRZO-76LzV2o5xpfFd54f076ZQ_Z90tZA==,0,1,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je34DOXsQ8tWMcFHCmxODlSEHiKO-I1Ct2Epan7edh6i6XIRwp7YWJ-PGAZE9EL19cIeCRC9U3ye5YiquCn9aJ4SPmaZiUooP_U3g7ANvwfhTs=,@RobeyonceLima Belíssimaaaaaa,gAAAAABj7je3duQqkxv15yIUMqXcDNPmxQ1t-AjYUCQHcjUHr8ZQAmDhEjcLq8IeoFw-y0RccTqmdHlRdmXsnb8mH-1FDbRBKAqeIN2d0W-1lk3aERhfJUPGgKeWp4R1etLE7tKWuZ0xIf--GASQA6ycQ2d51l4rYQ==,0,1,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3eCq2-FquCeUK37q6W1LOg8CJ1gWaBjojUspAOrJ2Y1gHUAJ3cP7XM-a64nmyhveTF-6tDlM0EEtoVcalLqFTQMqymdDI4yH4mlamNjHG0R8=,"@RobeyonceLima Boa tarde🌹🌹🌹 Amada, me indique 1 candidato a Dep. Estadual e um Senador???
Presidente, Governador e Dep. Federal (5000) eu já tenho.
😘😘
Obrigado!!",gAAAAABj7je3VJ63uJL5YYTgTRMDMwjSSiyOoXQLpNFAicxXR9S_fuSgLYLjLnkhWhVErYJVFakhkteuNiauuxZtUciuk56xsyxz_LcQHNfRO9_C6rzS4FMC2IXL0NLiSLdsfS-Y_IiTa9Sy2pi6QdypgSH-8SKCgGdSWoiWJSZkGNTgOvh6QDI=,0,1,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3ELgpbI9hXZRJ3ZU00ArqEI1nyPko8wZIb6M8uoIk3Wfs9ADKnIx1SUnhGVJLbqrjv_SZoq3i-edBL3ev5NXiM-i1x39Lgp88cw7ttDvzLcc=,@RobeyonceLima Depugata!,gAAAAABj7je3kJCmiqKcsok4WuLkeyWvc6up36XhAbxMOhvuYiSYQpUDXb2PtEhUEPzgyyaSGikAnW_vsJNJnWxGqEzYX3LvXH5cBOEiJHchDjo-cWrmUvY_JMyVIBq__BdvFH97QGkwS4HsdsOc5nCUX7USFr_odw==,0,1,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3O7Ix0z5eEOjRYZg3RO9tx-glCmAS_1DF6W96VRsl0wR2g6e4SZmmWKuCBgUuUHKNyl8WWxcg-tUPglJooN91Z4GubkhE7ZJ2eaMWCmz4w5w=,@RobeyonceLima e tá cheio de Pernambucano que mal pode esperar!,gAAAAABj7je3vBua9UeV5bKNVpAlx7bw1EvkcMjwDRwPEffBdKM5bm6A_Q4i--fBB8TmiWVhlmMKbcNGRphGVhVpZFr0-2r9l3VZ_IofLJVDQU20L-cTLit6voHzRq-NW9qD3hPKbO-Fy4xDAPufHgLwEcHRShVQU14E5fv4cGSmnSTiop-h8sI=,0,0,0,0,0,0,0,0,0,-,0,-,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3UfvqTc2rsHbgRlLAzuMYHSy96JZJEnVXeho00tDHDN-oI34yxkurZjsOX92LsRKXpJ_F6_I2jhBDTj_xzNU0AAKluVt3o2xSwbbgGfAMJf8=,@RobeyonceLima Nome feio do cabrunco kkkkk,gAAAAABj7je3cj3QCG1k93lesj5ZfhF1GbJTHYiAeTUkPbCGNblYV95-3uaj4It3FZ4N2RTqH20Xw1zLAvI_dfI8ZLYKFph9p9fpOVPwUk7-AYSR-eBt9cdrYhjgD77X0f7GGm3IiAOAAX3kaSrZO_we3Ugcc5qwOQ==,1,1,0,0,1,0,0,0,0,-,0,-,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je36o34lBWXUTDkfaQduTmLQUOMt93Y705NNtA3UNVvLmgAMpVDP8aJLsEcqRFRcnyQWCHQF4CP8eeTZGfDvrCEz6f_QH8FjKh6CROCfvW5iyg=,@RobeyonceLima vai ser eleita porra ❤️,gAAAAABj7je3yMt5sRbwbGNOP6QeKcTDQjIoqA9_gtJSKDqOidqP3625rsGW42t8_8eOsm4AWtfFxKp_jM7a3K557P-ibCgJBhFFqKWyAnq1Q8y-vEeFS3R5KHaTbiGdS3Y-hUlGOL-SOAIbsRkxZmcNMBUfJr7wBOLV7j7t7GLDWF-PHFLM-Cs=,0,1,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3pyfWysrH8DguSmWGv3N9ykOo2biDbVCt3faGPWdZQoexI_3SpZi4EBcuI0o4p475KzPqH48e4RDQBwpVl6uOaK5F8mbZ2K1muz0r0q6XlKM=,"@RobeyonceLima vamos com tudo, mami! ❤️",gAAAAABj7je3Ec3GsFacvf2txHuCxpizcawzhCI_Uok1yQh_JzrtfhR8V5W1gy9cFkEaNoOkGITyb1LgbuUZZwYMKA1kmhaOwf18KclBq7F9C3eUwUOMRd3KR0iIgq4v1KObUwbd_mphbzfh1_5yGrjzqJgpmnMBGw==,0,1,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3mb-NGnBFEiJpb4JBF4BdXMDJMoz2V14o9bi0m9r0sHsvfqqy5ml9wMwOvAjR-X0A0FrE_mEL94ZuT9aZ389ZZcqui_LM33tjCwaNJme1ARk=,@RuthVenceremos @MST_Oficial 👏🏿👏🏼👏🏾👏🏽💟,gAAAAABj7je3hmNxl2ugvuhr6tYNSgfTlUMHIjNKKn6how8os7BHazZbK_nHQTr9NL94u_uHG6L0s5wCFUq8UjA8QfXkuaOZ6CVq2X_L4Y9sT3l-ZOd6f8OFHVspRiB_WbQH1LkW6F5r5JJkC8Y_MLk6U_6Ya754D1ubpZxDZ266PedLeETIWI8=,0,1,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3abLFiyIhiaf4xjzTUIWX0yg5HwvX_7T0awSF2ujiRZ_hXwwjaS4Q-7YO6zCIsgyH-n4zdAiDHKRqr4lGd7WH4OfkRm1L4-gjSICitGiVVNs=,@RuthVenceremos @MST_Oficial Essa é minha candidata à deputada federal. @RuthVenceremos 1361,gAAAAABj7je3wMbL3p8UkDlYhhu1UxLZXSGF3KiY1dPRdTb8-p6LLSfkFi_n7GNEYTmu68Ahd9YVOXH_PLPeFZia8KtRH42hTXdmzyank5rEOKVo7G7a3Jb2uJDgxUP-9q03Jy5AMBDIfeh46r7VW-ugMnyiBtUxLQ==,0,1,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3unoYYXqGlxBpBnVtravDuqqAW2SvuFkIKPMIeVzCR8ghdwYDjV83ljE6ClrZlaUl3hWVWWPq517vDYN4zcY_KZ1X6WYQrjYdt9KX32KKke8=,@RuthVenceremos @MST_Oficial Linda!,gAAAAABj7je3auavrCEnvWdffZRjCVs91W_aHgoBHqlfQXwhGz7etJ_-lGhzUnkHEmU8YWqzq_-xwDfubaaPhMTiX92kjaEeQLPoXK-wROarKTxZxwc0ebGB5ndICabQTfRuE9m4p8WxuLo4DkVAEtmo3Q76spbMbvndYqexzIF2NZnaAgKFHwk=,0,1,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3c3EikZ8jqm3DMGCLShe1c9dMzAI0pYwxDkgpoN-JPf3HRsbGds_Cr5X4B1f7qQ7usF11ur6uDF10PiZQDvvrl1jivxF-XxikTKTi_Agg5E0=,@RuthVenceremos Desgraçado,gAAAAABj7je30U_ikAwTT_DIHpSBmQrmMridyH-g0KkzhAd16_uFBTK_zC2mrpLZgLCO3Ke5h7WcRjFqk5GY8WDUTeGHo4q_pREPIkuHRvHlbI5jHWoEfsJkUA8IU0iooL5yTgXpYiXuHlwP6XiIkCxIXhDGIfQyhg==,1,0,0,0,0,0,0,0,1,Cabo Theo,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3q72Wj9bRUCXHVBGok735E6VeKcEy_tLTRHstsRdhFxUy05U31vFM24uTRG95l3jiyEIwyBTThRjAg_-zOHNnP6cjpQjZ274I7tqo_ZOYB7o=,@RuthVenceremos E você deputada federal!!!,gAAAAABj7je3HBEmjC8dA_o96q0Aq-3zC59oqmPGRuy4zSVTZwG_WWLmGlBvLj2fNWWDXE97JBFOuxwl4NrK9fhTJelYd7Y_oLbO9GXJDj0Fp6hBcgztj1b47P05djHe9BuoJRbJV7uwmq0UdLrw07rkTGdpd_9_TQ==,0,1,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3e5MyA-oteRAXbHNDR7Sssnd00YTDAyTgq9GuRTyarLZJP4rsrf14VTFfa1jsi5pgPcWL5vqfG01MvYVaRJVx_9H3rSn6oWUPFd7euGaeaDY=,@RuthVenceremos Quero ver a gata dos Organicos botando essa galera agrotoxica pra longe,gAAAAABj7je33frYxoqsDkMkhkoEuBsNq3bRtxabfRJ7EVVkqWvdz4VkcnHKE3IIh0yEjt0SPGs_WgSMBXVq6F4-_n4ApDXWlf7cMuD8dm8X-fzK5CFXc2AIxgQL4bHrKKUwav-ZJ4_f6Si_rrwKENqL8yfZLs8rktW-FL9HApoEcvqvTurhTEU=,0,1,0,0,0,0,0,0,0,-,0,-,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3ZND_p-NaMdzbRHK4Km8ncIIcmuR1qJR4P9qfKuIyBYmh27wCdsNo71CPHyclbbxJNojaWKMyDpaP7gyEXxH6GxM3IoDUELNRqt-0A9DLrvc=,@SomosTocantins @KatiaAbreu A bunita plantou eucalipto na metade do JALAPÃO tá doido é?,gAAAAABj7je3l2eI5JyfUoaXCDp-i6RVqNDAPC2D3ip42QIzBrYPdm6_TGJ9EKc-vPciOTc1iXHkbbQ9P_d1_q3XvecWt4ZEdijLqrbunGTdZh2Ps3MZf1-ydQzoh9npATnN8qF_Sa99A8bws4o6RrESWWo1mqVepaJPTabBvTGaJZpaCS6mDHU=,1,1,0,0,0,1,0,0,1,Kátia Abreu,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3zUSNMoT17GZlGLS6aN84Gys5OctxwCqUeFj9uYbomJGGVyJs5P0H1KFzx5GGBZzXLZbgp4cvPjJ6Q-IjrFSacmoTqImpf9KpHRmmIWj95EY=,@SomosTocantins @vanessadamata 😬😅,gAAAAABj7je3_0Kd5JE1yBc3ujrfJI5hFnuaBP-foFlR6b39PWu_WU9ZTFNuKKu61gy1EzDIKWbTFXZHpZ2BP35LA80b_ClWXUKV173l2jxk2XHItZdv23xOizLJ8hdx9j6I8B6vYnwuEpEC_nIWrPdM1k5WavMi1w==,0,0,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3LlUAc0rXR9LEnBg_MGBq05eESj0invQMk2gdGfRfpl8p3vRt-C7rPMK2OsXi9o4aMTrMWnckpsut_6f00n0sNjELj0n8IceAwl1mAKqEAx8=,"@SomosTocantins Bananinha na cadeia
Bolsonaro chiliquento
Carluxo surtou 
Bolsonazi
Avião com 39kg de cocaina
Cbozo preso
Dinheiro vivo
7 de setembro da vergonha
Juliete no museu do Ipiranga 
Gabriel Pensador
Lula presidente 13",gAAAAABj7je3vqHhkpKn59SVzSvTDZXu5UES-aW8Djw8fPCm5ApsctMWKyltE_MB56F8oXZ73EtDFkoGZXN0sEsf05I_6BVLCZ9w6qLBbFKatm9NrpFBct_B0rJE5lPUDUcwR_4fTx3iGoG0yp6RWvy9rGGjAiBxrw==,1,0,0,0,0,1,0,0,1,Bolsonaro (família),1,Lula,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je322qUug0oexIAkMdx2P8ZGIj1YIC35OWy-5wmUQS00i2PqQMqrmpHtYF8yrQ6bzeQCwbqYFh0zr1IScLPprGd_LotRkYwWgiKuNIXGbM2RMY=,@SomosTocantins Ele ficou até tremendo com o poder do gogó dela,gAAAAABj7je3V13yA0Z0gB5tfjtyjxt4syMAQ_IbxeTagoY-J6y9PouxOYRvO8hohnaTMNOTpJOSzGb4aFYTaf2_wBqr5cWUkum_r8_fSTHfr8RrXBfdVrjZSyeUBYsanLIHwIYj7bpwVRbU5fIzKWOrjE8EvTUub3wBjdU8lMMCx2APurxI-A0=,0,0,0,0,0,0,0,0,1,Bolsonaro,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3oiYt0zOTqJHAWZ9tUeYJFKJgQOMC6UV-zEsgqX1T34xNsjfD5woBH1uZXuYlVqzBrxiIc5xF-W2-SCjSPt_r-jE9OfDfNJ0C0xQhFCHiU3M=,@SomosTocantins Preparado pra ouvir esse negócio até abusar kkkkkk,gAAAAABj7je3_7J-W2E7W2T_yfFoI-sPBZUED7lOZacDSpOcCwEIihWQZYI28V53rdnSKXzkq6vWinHXGYJPF5E-I3F_RmSC1oZWNjzeGSKi_ed2u7np_ZkK2jIlR5McV4y_jKQ7WNnYbfRGOg3Jk3rkAYk_pN6ozA==,0,1,0,0,0,0,0,0,0,-,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
